EVTOPTA_EADAS_6001;Borrow 50 gold;Emprunter 50 piиces d'or;50 Goldstьcke borgen;;Tomar prestado 50 de oro;;;;;;;;;x
EVTOPTB_EADAS_6001;Borrow 250 gold;Emprunter 250 piиces d'or;250 Goldstьcke borgen;;Tomar prestado 250 de oro;;;;;;;;;x
EVTOPTC_EADAS_6001;Borrow 500 gold;Emprunter 500 piиces d'or;500 Goldstьcke borgen;;Tomar prestado 500 de oro;;;;;;;;;x
EVTOPTD_EADAS_6001;Borrow nothing;Ne pas emprunter;Nichts borgen;;No tomar prestado nada;;;;;;;;;x
EVTDESC_EADAS_6005;Three Blessings, [Root.GetSocietyRank] [Root.GetFirstName],\n\nYour generous gift to the Order shall not be forgotten. The money will come to good use in the defense against those who threaten the true faith. \n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [From.GetFirstName];;;;;;;;;;x
EVTOPTA_EADAS_6005;Excellent.;Excellent.;Hervorragend.;;Excelente.;;;;;;;;;x
EVTDESCC_EADAS_6810;In the darkness of my smoke-filled room, I wonder what the point of it all is. I was supposed to see Paradise. Instead I see the truth, and it has left me empty.;Dans l'obscuritй de ma chambre remplie de fumйe, je me demande а quoi cela sert tout ceci. J'йtais censй[Root.Get_E] voir le paradis. Au lieu de cela, je vois la vйritй, et elle me laisse vide.;In der Dunkelheit meiner von Rauch erfьllten Kammer frage ich mich, was der Sinn von alldem ist. Ich hдtte doch das Paradies sehen sollen. Stattdessen erkenne ich die Wahrheit, und diese Wahrheit hat mein Innerstes jeglichen Inhalts beraubt.;;Entre la oscuridad de mi habitaciуn llena de humo, me pregunto quй sentido tiene todo esto. Se suponнa que verнa el Paraнso. Y en lugar de eso, veo la verdad, y me ha vaciado.;;;;;;;;;x
EVTOPTC_EADAS_6810;Every day the same, and the world will never change.;Chaque jour, la mкme chose, et le monde ne changera jamais.;Jeder Tag gleicht dem andern und die Welt wird sich niemals дndern.;;Cada dнa es igual que el anterior, y el mundo no cambiarб.;;;;;;;;;x
EVTOPTD_EADAS_6810;The demons are upon us!;Les dйmons sont sur nous !;Die Dдmonen sind ьber uns hereingebrochen!;;ЎLos demonios se ciernen sobre nosotros!;;;;;;;;;x
hashish_addict;Hashish Addict;Dйpendance au haschich;Haschischsьchtig;;Adicto al hachнs;;;;;;;;;x
hashish_addict_desc;This character is addicted to hashish. They can recover if they abstain from the substance, although this will lead to unpleasant withdrawal symptoms.;Ce personnage est dйpendant au haschich. Il peut guйrir en n'en consommant plus, bien que cela implique un dйsagrйable йtat de manque.;Diese Person ist sьchtig nach Haschisch. Sie kann sich erholen, wenn sie von der Substanz ablдsst, aber das kann zu unangenehmen Entzugserscheinungen fьhren.;;Este personaje sufre una adicciуn al hachнs. Puede recuperarse si no consume la sustancia, aunque deberб sufrir el sнndrome de abstinencia.;;;;;;;;;x
withdrawal_symptoms;Withdrawal Symptoms;Йtat de manque;Entzugserscheinungen;;Sнndrome de abstinencia;;;;;;;;;x
withdrawal_symptoms_desc;This character is suffering from withdrawal from hashish.;Ce personnage est en йtat de manque а cause du haschich.;Diese Person leidet an Entzugserscheinungen von Haschisch.;;Este personaje ha dejado de consumir hachнs y estб sufriendo el sнndrome de abstinencia.;;;;;;;;;x
EVTOPTA_EADAS_6800;There is wisdom in moderation.;Il y a de la sagesse dans la modйration.;In MдЯigung liegt Weisheit.;;La moderaciуn es la clave.;;;;;;;;;x
EVTOPTA_EADAS_6800_TOOLTIP;Be careful in your dosage.;Vous faites preuve de prudence dans votre dosage.;Seid vorsichtig mit der Dosierung.;;Usas una dosis comedida.;;;;;;;;;x
EVTOPTB_EADAS_6800;I must strive for balance.;Je me rйfиre а la norme.;Ich sollte es exakt dosieren.;;Busco el equilibrio.;;;;;;;;;x
EVTOPTB_EADAS_6800_TOOLTIP;Use the standard dosage.;Vous utilisez le dosage standard.;Verwendet die Standarddosierung.;;Usas una dosis mediana.;;;;;;;;;x
EVTOPTC_EADAS_6800;Truth can only be achieved by the daring.;La vйritй ne peut кtre atteinte que par l'audace.;Nur wer wagt, gewinnt.;;La verdad solo se alcanza con valentнa.;;;;;;;;;x
EVTOPTC_EADAS_6800_TOOLTIP;Use as much as possible.;Vous en utilisez autant que possible.;Verwendet so viel wie mцglich.;;Usas todo lo que puedes.;;;;;;;;;x
EVTOPTA_EADAS_6802_GOOD;I have seen the light.;J'ai vu la lumiиre.;Ich habe das Licht erblickt.;;He visto la luz.;;;;;;;;;x
EVTOPTA_EADAS_6803;Just one more time can't hurt.;Une fois de plus ne peut pas faire de mal.;Nur noch ein letztes Mal kann nicht schaden.;;Una vez mбs no puede hacerme daсo.;;;;;;;;;x
EVTOPTA_6803_TOOLTIP;§Y[Root.GetTitledFirstName]§! has become addicted to hashish. [Root.GetSheHeCap] can recover if they abstain from the substance, although this will lead to unpleasant withdrawal symptoms.\n;[Root.Get_Le_TitledFirstNameJ] est dйpendant[Root.Get_E] au haschich. [Root.GetIlElleCap] peut guйrir en n'en consommant plus, bien que cela implique un dйsagrйable йtat de manque.\n;§Y[Root.GetTitledFirstName]§! ist sьchtig nach Haschisch. [Root.GetSheHeCap] kann sich erholen, wenn [Root.GetSheHe] von der Substanz ablдsst, aber das kann zu unangenehmen Entzugserscheinungen fьhren.\n;;§Y[Root.GetTitledFirstName]§! ha desarrollado dependencia al hachнs. Puede recuperarse si no consume la sustancia, aunque deberб sufrir el sнndrome de abstinencia.\n;;;;;;;;;x
EVTDESC_EADAS_6805;It has been too long since the last time I used the hashish for the visions and I find myself growing more restless each day. My sleep is becoming erratic and I find it hard to focus.;Cela fait longtemps depuis la derniиre fois que j'ai consommй du haschich pour les visions et je me trouve chaque jour de plus en plus agitй[Root.Get_E]. Mon sommeil devient erratique et j'ai du mal а me concentrer.;Es ist viel zu lang her, seit ich das letzte Mal Haschisch fьr die Visionen verwendet habe, und ich merke, wie ich Tag fьr Tag rastloser werde. Mein Schlaf wird unruhig und ich kann mich nur noch schwer konzentrieren.;;Hace demasiado tiempo que no pruebo el hachнs para tener visiones y mi ansiedad va en aumento. No consigo dormir de un tirуn y me cuesta concentrarme.;;;;;;;;;x
EVTOPTA_EADAS_6805;I need it!;J'en ai besoin !;Ich brauche es!;;ЎNecesito consumirlo!;;;;;;;;;x
EVTOPTA_EADAS_6806;Praise be [Root.Religion.GetHighGodNameCap]!;Louons [Root.Get_le_HighGodTrue] !;Gelobt sei [Root.Religion.GetHighGodNameCap]!;;ЎAlabado sea [Root.Religion.GetHighGodNameCap]!;;;;;;;;;x
EVTOPTB_EADAS_6810;I can't trust anyone.;Je ne peux faire confiance а quiconque.;Ich kann niemandem trauen.;;No puedo fiarme de nadie.;;;;;;;;;x
EVTDESCD_EADAS_6810;By [Root.Religion.GetHighGodNameCap], they are everywhere. Hiding in every corner, nook and cranny. Flapping their wings and staring at us, trying to fool us that they are only around at night. I must tell my people what is going on!;Par [Root.Get_le_HighGodTrue], elles sont partout. Se cachant dans chaque recoin ou fente. Battant leurs ailes et nous regardant, essayant de nous faire croire qu'elles sont seulement lа la nuit. Je dois dire а mon peuple ce qu'il se passe !;Bei [Root.Religion.GetHighGodNameCap], sie sind ьberall. Sie verstecken sich auch noch im hintersten Winkel. Sie flattern mit ihren Flьgeln und starren uns an, versuchen, uns weiszumachen, sie wдren nur nдchtens zugegen. Ich muss meinem Volk sagen, was hier passiert!;;Por [Root.Religion.GetHighGodNameCap], Ўestбn en todas partes! En cada rincуn, en cada grieta. Aletean y nos miran fijamente. Tratan de hacernos creer que solo salen de noche. ЎDebo contarle a todo el mundo lo que estб pasando!;;;;;;;;;x
EVTDESCA_EADAS_68112;Praise be [Root.Religion.GetHighGodNameCap] for opening my vision, it is so obvious to me now that [drug_plotter_reveal.GetTitledName] is trying to kill me!;Louons [Root.Get_le_HighGodTrue] pour m'avoir ouvert mes yeux. C'est si йvident que [drug_plotter_reveal.Get_le_TitledName] essaie de me tuer !;Gepriesen sei [Root.Religion.GetHighGodNameCap], dass er mir diese Vision gebracht hat. Jetzt ist es mir vцllig klar. [drug_plotter_reveal.GetTitledName] versucht, mich zu tцten!;;Alabado sea [Root.Religion.GetHighGodNameCap] por enviarme estas visiones. ЎAhora tengo la certeza de que [drug_plotter_reveal.GetTitledName] quiere matarme!;;;;;;;;;x
EVTOPTA_EADAS_68112;[Root.Religion.GetHighGodNameCap] protect me!;Puisse [Root.Get_le_HighGodTrue] me protйger !;Mцge [Root.Religion.GetHighGodNameCap] mich schьtzen!;;ЎQue [Root.Religion.GetHighGodNameCap] me proteja!;;;;;;;;;x
EVTDESCB_EADAS_68112;Praise be [Root.Religion.GetHighGodNameCap] for opening my vision, it is so obvious to me now that [drug_plotter_reveal.GetTitledName] is having designs on my [drug_plotter_reveal.PlotTargetTitle.GetFullName]!;Louons [Root.Get_le_HighGodTrue] pour m'avoir ouvert les yeux. C'est si йvident que [drug_plotter_reveal.Get_le_TitledName] a des vues sur [drug_plotter_reveal.PlotTargetTitle.Get_le_RealmFull] !;Gepriesen sei [Root.Religion.GetHighGodNameCap], dass er mir diese Vision gebracht hat. Jetzt ist es mir vцllig klar. [drug_plotter_reveal.GetTitledName] hat es auf meine[drug_plotter_reveal.GetnMale] [drug_plotter_reveal.PlotTargetTitle.GetFullName] abgesehen!;;Alabado sea [Root.Religion.GetHighGodNameCap] por enviarme estas visiones. ЎAhora tengo la certeza de que [drug_plotter_reveal.GetTitledName] pretende robarme a mi [drug_plotter_reveal.PlotTargetTitle.GetFullName]!;;;;;;;;;x
EVTOPTB_EADAS_68112;Vultures!;Vautour !;Aasgeier!;;ЎBuitre!;;;;;;;;;x
EVTDESCC_EADAS_68112;I see now how our world is an intricate web of lies and plots, and it is thanks to the Order that I realized that [drug_plotter_reveal.GetTitledName] is planning to kill [drug_plotter_target.GetTitledName].;Je vois а prйsent que notre monde est une toile complexe de mensonge et de complots et c'est grвce а l'Ordre que j'ai rйalisй que [drug_plotter_reveal.Get_le_TitledName] envisage de tuer [drug_plotter_target.Get_le_TitledName].;Jetzt erkenne ich, was fьr ein verwobenes Netz aus Lьgen und Intrigen unsere Welt ist. Dank dem Orden weiЯ ich nun, dass [drug_plotter_reveal.GetTitledName] vorhat, [drug_plotter_target.GetTitledName] zu tцten.;;Ahora entiendo que el mundo es una compleja maraсa de mentiras y complots. Gracias a la orden, he descubierto que [drug_plotter_reveal.GetTitledName] planea matar a [drug_plotter_target.GetTitledName].;;;;;;;;;x
EVTOPTC_EADAS_68112;Thank [Root.Religion.GetHighGodNameCap] that it is not me they're after.;Grвce [Root.Get_au_HighGodTrue] je ne suis pas [Root.GetLeLa] suivant[Root.Get_E].;[Root.Religion.GetHighGodNameCap] sei Dank, dass sie es nicht auf mich abgesehen haben.;;Doy gracias a [Root.Religion.GetHighGodNameCap] de que nadie quiera acabar conmigo.;;;;;;;;;x
EVTDESCD_EADAS_68112;The herbs that the Order has made me realize how we all just desire things like rabid dogs. Like how I now see that [drug_plotter_reveal.GetTitledName] is trying to get [drug_plotter_reveal.GetHerHis] filthy paws on the [drug_plotter_reveal.PlotTargetTitle.GetFullName] belonging to [drug_plotter_target.GetTitledName].;Les herbes que l'Ordre a envoyйes m'ont fait rйaliser que nous sommes comme des chiens enragйs lorsque nous dйsirons quelque chose. [drug_plotter_reveal.Get_Le_TitledName] essaie de mettre ses sales pattes sur [drug_plotter_reveal.PlotTargetTitle.Get_le_RealmFull], appartenant [drug_plotter_target.Get_au_TitledName].;Die Krдuter des Ordens haben mir geholfen zu erkennen, dass wir uns wie tollwьtige Hunde nach weltlichen Dingen sehnen. Wie ich jetzt zum Beispiel sehe, dass [drug_plotter_reveal.GetTitledName] die dreckigen Pfoten nach [drug_plotter_reveal.Getdemder] [drug_plotter_reveal.PlotTargetTitle.GetFullName] von [drug_plotter_target.GetTitledName] ausstreckt.;;Las hierbas que me ha dado la orden me han permitido ver que somos como perros rabiosos. Nos mueven los mismos impulsos. Y ahora me doy cuenta de que [drug_plotter_reveal.GetTitledName] quiere echarle el guante a [drug_plotter_reveal.PlotTargetTitle.GetFullName], que pertenece a [drug_plotter_target.GetTitledName].;;;;;;;;;x
EVTOPTD_EADAS_68112;They are like vultures.;Ce sont des vautours.;Sie sind wie Aasgeier.;;No son mбs que una panda de buitres.;;;;;;;;;x
EVTDESCA_EADAS_6812;It is incredible how you can so easily not see a person close to you. I must have walked past [slacker_buddy.GetFirstName] hundreds of times without noticing him, but thanks to the Order I can now see what a good friend I have nearby!;Il est incroyable de constater comment on peut si facilement ne pas voir une personne proche de soi. Je dois кtre passй devant [slacker_buddy.GetFirstName] des centaines de fois sans [slacker_buddy.GetLeLa] remarquer, mais grвce а l'Ordre, je peux maintenant voir que j'ai un[slacker_buddy.Get_E] ami[slacker_buddy.Get_E] а proximitй !;Es ist unglaublich, wie einfach es ist, jemanden, der einem nahesteht, zu ignorieren. Ich muss an [slacker_buddy.GetFirstName] schon hundertmal vorbeigegangen sein, ohne dass es mir aufgefallen wдre, aber dank dem Orden erkenne ich jetzt, was fьr einen guten Freund ich habe!;;Me parece increнble lo difнcil que es ver de verdad a las personas que te rodean. Debo de haber pasado mil veces por delante de [slacker_buddy.GetFirstName] sin prestarle atenciуn, pero gracias a las hierbas de la orden me doy cuenta de lo valiosa que es su amistad.;;;;;;;;;x
EVTOPTA_EADAS_6812;I tell you, brother!;Je vous le dis, frиre !;Ich sage dir, Bruder!;;ЎTe lo juro, hermano!;;;;;;;;;x
EVTDESCB_EADAS_6812;I sank my eye into [drug_new_lover.GetHerHis]. I caught a glimpse of a deep dawn and saw the ancient yesterday and what I do not know.;J'ai plongй mes yeux dans les siens. J'ai eu un aperзu d'une intense aurore, j'ai vu un passй ancien, et un je ne sais quoi.;Ich habe tief in [drug_new_lover.GetHerHim] geblickt. Fьr einen Augenblick sah ich eine tiefe Morgenrцte und lдngst vergangene Tage und das, was ich nicht weiЯ.;;Le he clavado la mirada en lo mбs hondo y he podido ver un profundo amanecer y un ayer ancestral que no conocнa.;;;;;;;;;x
EVTOPTB_EADAS_6812;I feel the universe flowing between our eyes.;C'est comme s'il n'y avait plus que nous deux.;Ich fьhle, wie das Universum zwischen unseren Augen flieЯt.;;Siento cуmo fluye el universo entre nuestras miradas.;;;;;;;;;x
EVTDESC_EADAS_6813;The hashish has finally give me clarity, and now I see the treachery going on all around me. It is clear to me now that my [Root.Spouse.GetHusbandWife] is having a relationship with [drug_cheater_lover.GetFirstName] behind my back!;Le haschich m'a finalement donnй la clairvoyance, et je me rends compte de la trahison qui se trame autour de moi. Il est йvident que m[Root.Spouse.GetOnA] [Root.Spouse.GetHusbandWife] a une liaison avec [drug_cheater_lover.GetFirstName] !;Das Haschisch hat mir endlich Klarheit verschafft und jetzt sehe ich, dass ich von Verrдtern umgeben bin. Jetzt ist mir bewusst, dass m[Root.Spouse.Geteineine] [Root.Spouse.GetHusbandWife] hinter meinem Rьcken ein Verhдltnis mit [drug_cheater_lover.GetFirstName] hat!;;El hachнs me ha proporcionado claridad y ahora veo todas las traiciones que se estбn produciendo a mi alrededor. ЎHe descubierto que mi [Root.Spouse.GetHusbandWife] me estб engaсando con [drug_cheater_lover.GetFirstName]!;;;;;;;;;x
EVTOPTA_EADAS_6813;I will tell everyone!;Je vais le dire а tout le monde !;Ich werde allen davon erzдhlen!;;ЎSe va a enterar todo el mundo!;;;;;;;;;x
EVTOPTB_EADAS_6813;No, I must be imagining things.;Je vais le garder pour moi.;Nein, das bilde ich mir nur ein.;;No, deben de ser imaginaciones mнas...;;;;;;;;;x
EVTDESC_EADAS_6814;My clothes! They come through the clothes! Subversive forces trying to sway the Righteous from the Path. We must get rid of it, so that They cannot use it, for if we wear them They will be close to the purity of our body.;Mes vкtements ! Ils viennent а travers les vкtements ! Les forces subversives essayant de dйtourner les Justes du Chemin. Nous devons nous en dйbarrasser, afin qu'Ils ne puissent pas les utiliser, car si nous les portons Ils seront proches de la puretй de notre corps.;Meine Kleider! Sie dringen durch die Kleider! Subversive Mдchte, die versuchen, die Rechtschaffenen von ihrem Weg abzubringen. Wir mьssen sie loswerden, damit sie sie nicht verwenden kцnnen. Wenn wir sie tragen, sind sie zu nah an unserem reinen Kцrper.;;ЎDiantres! ЎEntran a travйs de la ropa! Las fuerzas subversivas que tratan de apartar a los rectos del camino. Tengo que despojarme de ella para que no me invadan. Si la llevo puesta, se adueсarбn de la pureza de mi cuerpo.;;;;;;;;;x
EVTOPTA_EADAS_6814;It is the only way!;C'est la seule maniиre !;Es ist der einzige Weg!;;ЎEs la ъnica soluciуn!;;;;;;;;;x
EVTOPTA_EADAS_6814_TOOLTIP;§Y[Root.GetTitledFirstName]§! makes a fool of [Root.GetHerselfHimself] to the court.;[Root.Get_Le_TitledFirstNameJ] se ridiculise а la Cour.;§Y[Root.GetTitledFirstName]§! macht sich am Hof zum Narren.;;§Y[Root.GetTitledFirstName]§! se pone en evidencia delante de toda la corte.;;;;;;;;;x
